scenario_id,model_id,status,resource_class,node,slurm_job_id,task_id,runtime_seconds,started_at,completed_at,error_message
swift_escalated,poles_jrc,failed,cpu,quadro1,23199,107,,2026-04-23T13:51:52.927595+00:00,2026-04-23T13:51:52.927811+00:00,"Validation failed: 'supply_loss_mbd' value 21.0 is outside plausible range [0, 20] mb/d; 'substitute_energy_availability' must be a numeric value"
swift_escalated,marketsim,skipped,cpu,quadro1,23199,108,,2026-04-23T13:51:53.559610+00:00,2026-04-23T13:51:53.559903+00:00,"Not yet implemented: MarketSimAdapter.execute() is not yet implemented. Integration requires: (1) access to the BOEM MarketSim model codebase and calibration data from BOEM's Office of Resource Evaluation, (2) regional demand elasticity matrices and baseline consumption data by sector, (3) a compatible Python or compiled-binary execution environment, and (4) output parsers for consumer/producer surplus tables and fuel-switching volumes by energy carrier and sector."
swift_escalated,fed_oil,skipped,cpu,quadro1,23199,109,,2026-04-23T13:51:54.168864+00:00,2026-04-23T13:51:54.169063+00:00,"Not yet implemented: FedOilAdapter.execute() is not yet implemented. Integration requires: (1) the Baumeister-Hamilton SVAR model codebase (available from the authors' replication archives for AER 2019), (2) baseline macroeconomic time series from FRED (US CPI, GDP, federal funds rate, oil prices, industrial production), (3) a MATLAB or R execution environment with the required econometric packages, and (4) output parsers for IRF and FEVD tables covering GDP, CPI, federal funds rate, and unemployment responses."
prolonged_escalated,marketsim,skipped,cpu,quadro1,23199,11,,2026-04-23T13:50:44.841577+00:00,2026-04-23T13:50:44.841774+00:00,"Not yet implemented: MarketSimAdapter.execute() is not yet implemented. Integration requires: (1) access to the BOEM MarketSim model codebase and calibration data from BOEM's Office of Resource Evaluation, (2) regional demand elasticity matrices and baseline consumption data by sector, (3) a compatible Python or compiled-binary execution environment, and (4) output parsers for consumer/producer surplus tables and fuel-switching volumes by energy carrier and sector."
swift_escalated,energy_flux_gas_power,failed,cpu,quadro1,23199,110,,2026-04-23T13:51:55.109626+00:00,2026-04-23T13:51:55.109859+00:00,Validation failed: 'projection_years' must be a positive integer; got 10.0
swift_escalated,energy_flux_lng_profits,failed,cpu,quadro1,23199,111,0.00011421274393796921,2026-04-23T13:51:55.888218+00:00,2026-04-23T13:51:55.888546+00:00,TypeError: 'float' object cannot be interpreted as an integer
swift_escalated,ggm,skipped,cpu,quadro1,23199,112,,2026-04-23T13:51:56.482779+00:00,2026-04-23T13:51:56.483028+00:00,"Not yet implemented: GGMAdapter.execute() requires a GGMConfig. Prerequisites:
  1. GAMS installation with CPLEX solver license
  2. gamsapi Python package (pip install gamsapi[transfer])
  3. GGM model directory with data/SET-Nav/*.xlsx files
  4. GGMConfig(gams_system_dir=..., model_dir=...)
"
swift_escalated,lngst,skipped,cpu,quadro1,23199,113,,2026-04-23T13:51:57.388379+00:00,2026-04-23T13:51:57.388562+00:00,Not yet implemented: LNGSTAdapter.execute is not yet implemented. Provide an ExcelConfig with the workbook path to enable execution. The ExcelAdapter base class handles openpyxl (headless) or xlwings (full recalculation) based on config. Update input_mappings and output_mappings once the actual workbook cell layout is known.
swift_contained,energy_flux_gas_power,failed,cpu,quadro1,23199,114,,2026-04-23T13:51:58.034184+00:00,2026-04-23T13:51:58.034418+00:00,Validation failed: 'projection_years' must be a positive integer; got 10.0
swift_escalated,world_helium_model,skipped,cpu,quadro1,23199,115,,2026-04-23T13:51:58.622202+00:00,2026-04-23T13:51:58.622444+00:00,"Not yet implemented: WorldHeliumModelAdapter.execute is a stub. Real implementation requires: (1) licensed access to the IFP Energies Nouvelles World Helium Model codebase; (2) baseline calibration data for global helium supply, liquefaction, storage, and end-use demand by sector; (3) documentation of the model's native input/output file format. Contact IFP EN for licensing terms and data access."
swift_escalated,argonne_abm,failed,cpu,quadro1,23199,116,,2026-04-23T13:51:59.235988+00:00,2026-04-23T13:51:59.236231+00:00,"Validation failed: Parameter 'demand_response_elasticity' = 0.5 is outside the valid range [-2.0, 0.0]."
swift_escalated,simrlfab,failed,cpu,quadro1,23199,117,,2026-04-23T13:52:00.174329+00:00,2026-04-23T13:52:00.174570+00:00,"Validation failed: Parameter 'fab_utilization_baseline' = 80.0 is outside the valid range [0.0, 1.0].; Parameter 'neon_supply_status' = 'unknown' is not a recognized value. Must be one of: ['constrained', 'normal', 'severely_disrupted']."
swift_escalated,capri,skipped,cpu,quadro1,23199,118,,2026-04-23T13:52:00.789997+00:00,2026-04-23T13:52:00.790180+00:00,"Not yet implemented: CAPRIAdapter.execute is not yet implemented. Real integration requires: (1) a GAMS installation with the CAPRI model repository, (2) writing scenario shock files to the CAPRI scenario directory, (3) invoking the CAPRI GAMS entry point via subprocess, and (4) parsing the CAPRI results database (GDX or CSV output)."
swift_escalated,magpie,failed,cpu,quadro1,23199,119,0.00047700386494398117,2026-04-23T13:52:01.367905+00:00,2026-04-23T13:52:01.368556+00:00,FileNotFoundError: MAgPIE source tree not found. Pass magpie_root to the adapter constructor or set the MAGPIE_ROOT environment variable. Tried: Models/Fertilizer/magpie-master/magpie-master
prolonged_escalated,fed_oil,skipped,cpu,quadro1,23199,12,,2026-04-23T13:50:45.439449+00:00,2026-04-23T13:50:45.439680+00:00,"Not yet implemented: FedOilAdapter.execute() is not yet implemented. Integration requires: (1) the Baumeister-Hamilton SVAR model codebase (available from the authors' replication archives for AER 2019), (2) baseline macroeconomic time series from FRED (US CPI, GDP, federal funds rate, oil prices, industrial production), (3) a MATLAB or R execution environment with the required econometric packages, and (4) output parsers for IRF and FEVD tables covering GDP, CPI, federal funds rate, and unemployment responses."
swift_escalated,simple_g,failed,cpu,quadro1,23199,120,,2026-04-23T13:52:02.039428+00:00,2026-04-23T13:52:02.039655+00:00,"Validation failed: 'trade_disruption_index' = 21.0 is out of range; expected a value in [0.0, 1.0] where 0 = no disruption and 1 = full closure"
swift_escalated,world_fertilizer,skipped,cpu,quadro1,23199,121,,2026-04-23T13:52:02.626530+00:00,2026-04-23T13:52:02.626760+00:00,"Not yet implemented: WorldFertilizerAdapter.execute is not yet implemented. Provide a GAMSConfig to enable execution via the GAMS Control API. Requirements: (1) GAMS system installation with matching gamsapi version, (2) the World Fertilizer Model .gms file, (3) CONOPT solver license."
swift_escalated,gtap,skipped,cpu,quadro1,23199,122,,2026-04-23T13:52:03.253049+00:00,2026-04-23T13:52:03.253289+00:00,"Not yet implemented: GTAPAdapter.execute is not yet implemented. Real integration requires: (1) a licensed GTAP database (version 10+, from the GTAP Center at Purdue University), (2) a GTAP model software installation (RunGTAP or FlexGTAP), (3) writing shock and closure files specifying oil price, fertilizer cost, and trade-route disruption shocks, (4) invoking the GTAP executable via subprocess, and (5) parsing the HAR/SOL solution file for welfare (EV by region), bilateral trade flows, and producer/consumer price changes by sector."
swift_escalated,apsim,skipped,cpu,quadro1,23199,123,,2026-04-23T13:52:04.021723+00:00,2026-04-23T13:52:04.021949+00:00,"Not yet implemented: APSIMAdapter.execute is not yet implemented. Real integration requires: (1) an APSIM Next Generation installation (cross-platform, .NET-based; available at apsim.info), (2) configured .apsimx simulation files with site-specific soil and climate data for relevant agricultural regions (e.g., MENA wheat zones, South Asian rice), (3) patching the fertilizer and irrigation manager rules in the simulation file to reflect scenario-specific reduction percentages, (4) invoking the APSIM CLI via subprocess (e.g., `Models.exe simulation.apsimx`), and (5) parsing the output SQLite database (.db) for crop yield, soil N balance, and water use results by crop type and simulation node."
swift_escalated,futures,skipped,cpu,quadro1,23199,124,,2026-04-23T13:52:04.722471+00:00,2026-04-23T13:52:04.722663+00:00,"Not yet implemented: FuturesAdapter.execute is not yet implemented. Real integration requires: (1) calibrated time-series model parameters (ARIMA, VAR, or regime-switching specifications) for each commodity in the supported set, (2) historical commodity futures price data (CBOT, NYMEX, or fertilizer benchmark sources) for model calibration and baseline construction, (3) logic to apply the initial_price_shock_pct as a level shift at the disruption start date within the model's conditional forecasting framework, (4) execution of the forecasting routine (Python statsmodels/arch/pyflux, or R forecast/vars packages via subprocess) for each commodity in the list, and (5) collection of monthly forward price curve outputs (point forecast plus confidence intervals) over the forecast_horizon_months period."
swift_contained,energy_flux_lng_profits,failed,cpu,quadro1,23199,125,9.636394679546356e-05,2026-04-23T13:52:05.353535+00:00,2026-04-23T13:52:05.353801+00:00,TypeError: 'float' object cannot be interpreted as an integer
swift_escalated,aisdb,failed,cpu,quadro1,23199,126,,2026-04-23T13:52:05.920124+00:00,2026-04-23T13:52:05.920373+00:00,"Validation failed: 'alternative_routes' contains unrecognized identifiers: ['alternative_route_1', 'alternative_route_2', 'alternative_route_3']. Valid options: ['cape_of_good_hope', 'none', 'northern_sea_route', 'suez_canal']; 'vessel_types' contains unrecognized labels: ['LNG']. Valid options: ['bulk_carrier', 'chemical_tanker', 'container', 'general_cargo', 'lng_carrier', 'tanker']"
swift_escalated,ais_project,skipped,cpu,quadro1,23199,127,,2026-04-23T13:52:06.812442+00:00,2026-04-23T13:52:06.812641+00:00,"Not yet implemented: AIS_project adapter is a stub. Real implementation requires: (1) a processed AIS vessel track dataset covering Strait of Hormuz transits, (2) route geometry and distance tables for the Cape of Good Hope corridor, (3) a fleet composition inventory (vessel counts by type and deadweight tonnage), and (4) voyage simulation logic to compute additional sea days and tanker rate impacts."
swift_escalated,nems,failed,cpu,quadro1,23199,128,5.432404577732086e-05,2026-04-23T13:52:07.540479+00:00,2026-04-23T13:52:07.540736+00:00,"FileNotFoundError: NEMS output directory not found: data/nems_outputs/Hormuz_ScenarioC
Run NEMS externally and place outputs at this path, or update NEMSConfig.scenario_dir_mapping."
swift_escalated,mam,failed,cpu,quadro1,23199,129,,2026-04-23T13:52:08.264092+00:00,2026-04-23T13:52:08.264287+00:00,"Validation failed: MAMConfig.aeo_macro_xlsx_path is required for aeo_ingestion mode. Point it at the AEO macro tables XLSX (e.g., 'AEO2025_Tables_19_20.xlsx')."
swift_contained,lngst,skipped,cpu,quadro1,23199,13,,2026-04-23T13:50:46.377479+00:00,2026-04-23T13:50:46.377711+00:00,Not yet implemented: LNGSTAdapter.execute is not yet implemented. Provide an ExcelConfig with the workbook path to enable execution. The ExcelAdapter base class handles openpyxl (headless) or xlwings (full recalculation) based on config. Update input_mappings and output_mappings once the actual workbook cell layout is known.
swift_escalated,nrel,skipped,cpu,quadro1,23199,130,,2026-04-23T13:52:08.881711+00:00,2026-04-23T13:52:08.881893+00:00,"Not yet implemented: NRELAdapter.execute() is not yet implemented. Real implementation requires: (1) access to the NREL ReEDS model or Cambium dataset (available via NREL's open-source repository or data API), (2) scenario configuration files specifying natural gas price overrides for the disruption period, (3) a Python environment with the NREL model dependencies, and (4) post-processing scripts to extract dispatch mix, retail electricity prices, and capacity utilization from ReEDS output files."
swift_escalated,mpsge_jl,skipped,cpu,quadro1,23199,131,,2026-04-23T13:52:09.684640+00:00,2026-04-23T13:52:09.684880+00:00,"Not yet implemented: MPSGEJLAdapter.execute() is not yet implemented. Provide a JuliaConfig to enable execution via juliacall or subprocess. Requirements: (1) Julia >=1.9 with MPSGE.jl and JuMP packages, (2) GTAP database v10+ with calibration scripts, (3) juliacall (pip install juliacall) or Julia subprocess. Consider custom sysimages via PackageCompiler.jl to eliminate JIT latency."
swift_escalated,opencge,failed,cpu,quadro1,23199,132,0.00012796185910701752,2026-04-23T13:52:10.576694+00:00,2026-04-23T13:52:10.576992+00:00,"ImportError: OpenCGEAdapter.execute() requires the 'ogcore' package. Install with: pip install ogcore ogusa dask[distributed]
See https://github.com/PSLmodels/OG-Core for details."
swift_escalated,pycge,failed,cpu,quadro1,23199,133,0.000127425417304039,2026-04-23T13:52:11.169857+00:00,2026-04-23T13:52:11.170148+00:00,"ImportError: PyCGEAdapter.execute() requires the 'cge_modeling' package. Install with: pip install cge-modeling
See https://github.com/jessegrabowski/cge_modeling for details."
swift_escalated,miragrodep,failed,cpu,quadro1,23199,134,0.01892797090113163,2026-04-23T13:52:11.987420+00:00,2026-04-23T13:52:12.006563+00:00,FileNotFoundError: [Errno 2] No such file or directory: 'gams'
swift_escalated,osemosys,failed,cpu,quadro1,23199,135,6.086006760597229e-05,2026-04-23T13:52:12.885457+00:00,2026-04-23T13:52:12.885726+00:00,FileNotFoundError: OSeMOSYS source dir not found: Models/Energy/OSeMOSYS. Vendor the OSeMOSYS repo (https://github.com/OSeMOSYS/OSeMOSYS) at Models/Energy/OSeMOSYS or override OSeMOSYSConfig.osemosys_dir.
prolonged_escalated,energy_flux_gas_power,completed,cpu,quadro1,23199,14,0.0002793092280626297,2026-04-23T13:50:46.971573+00:00,2026-04-23T13:50:46.972056+00:00,
prolonged_escalated,energy_flux_lng_profits,failed,cpu,quadro1,23199,15,0.00010083429515361786,2026-04-23T13:50:47.645338+00:00,2026-04-23T13:50:47.645608+00:00,TypeError: 'float' object cannot be interpreted as an integer
prolonged_escalated,ggm,skipped,cpu,quadro1,23199,16,,2026-04-23T13:50:48.618540+00:00,2026-04-23T13:50:48.618786+00:00,"Not yet implemented: GGMAdapter.execute() requires a GGMConfig. Prerequisites:
  1. GAMS installation with CPLEX solver license
  2. gamsapi Python package (pip install gamsapi[transfer])
  3. GGM model directory with data/SET-Nav/*.xlsx files
  4. GGMConfig(gams_system_dir=..., model_dir=...)
"
prolonged_escalated,lngst,skipped,cpu,quadro1,23199,17,,2026-04-23T13:50:49.297076+00:00,2026-04-23T13:50:49.297314+00:00,Not yet implemented: LNGSTAdapter.execute is not yet implemented. Provide an ExcelConfig with the workbook path to enable execution. The ExcelAdapter base class handles openpyxl (headless) or xlwings (full recalculation) based on config. Update input_mappings and output_mappings once the actual workbook cell layout is known.
prolonged_escalated,world_helium_model,skipped,cpu,quadro1,23199,18,,2026-04-23T13:50:49.901040+00:00,2026-04-23T13:50:49.901229+00:00,"Not yet implemented: WorldHeliumModelAdapter.execute is a stub. Real implementation requires: (1) licensed access to the IFP Energies Nouvelles World Helium Model codebase; (2) baseline calibration data for global helium supply, liquefaction, storage, and end-use demand by sector; (3) documentation of the model's native input/output file format. Contact IFP EN for licensing terms and data access."
prolonged_escalated,argonne_abm,failed,cpu,quadro1,23199,19,,2026-04-23T13:50:50.482403+00:00,2026-04-23T13:50:50.482633+00:00,"Validation failed: Parameter 'demand_response_elasticity' = 0.5 is outside the valid range [-2.0, 0.0]."
swift_contained,ggm,skipped,cpu,quadro1,23199,2,,2026-04-23T13:50:38.659372+00:00,2026-04-23T13:50:38.659623+00:00,"Not yet implemented: GGMAdapter.execute() requires a GGMConfig. Prerequisites:
  1. GAMS installation with CPLEX solver license
  2. gamsapi Python package (pip install gamsapi[transfer])
  3. GGM model directory with data/SET-Nav/*.xlsx files
  4. GGMConfig(gams_system_dir=..., model_dir=...)
"
prolonged_escalated,simrlfab,failed,cpu,quadro1,23199,20,,2026-04-23T13:50:51.306084+00:00,2026-04-23T13:50:51.306290+00:00,"Validation failed: Parameter 'fab_utilization_baseline' = 80.0 is outside the valid range [0.0, 1.0].; Parameter 'neon_supply_status' = 'disrupted' is not a recognized value. Must be one of: ['constrained', 'normal', 'severely_disrupted']."
prolonged_escalated,capri,skipped,cpu,quadro1,23199,21,,2026-04-23T13:50:52.118684+00:00,2026-04-23T13:50:52.118914+00:00,"Not yet implemented: CAPRIAdapter.execute is not yet implemented. Real integration requires: (1) a GAMS installation with the CAPRI model repository, (2) writing scenario shock files to the CAPRI scenario directory, (3) invoking the CAPRI GAMS entry point via subprocess, and (4) parsing the CAPRI results database (GDX or CSV output)."
prolonged_escalated,magpie,failed,cpu,quadro1,23199,22,0.0010592741891741753,2026-04-23T13:50:52.903863+00:00,2026-04-23T13:50:52.905128+00:00,FileNotFoundError: MAgPIE source tree not found. Pass magpie_root to the adapter constructor or set the MAGPIE_ROOT environment variable. Tried: Models/Fertilizer/magpie-master/magpie-master
prolonged_escalated,simple_g,failed,cpu,quadro1,23199,23,,2026-04-23T13:50:53.623801+00:00,2026-04-23T13:50:53.623990+00:00,"Validation failed: 'trade_disruption_index' = 21.0 is out of range; expected a value in [0.0, 1.0] where 0 = no disruption and 1 = full closure"
swift_contained,world_helium_model,skipped,cpu,quadro1,23199,24,,2026-04-23T13:50:54.202506+00:00,2026-04-23T13:50:54.202733+00:00,"Not yet implemented: WorldHeliumModelAdapter.execute is a stub. Real implementation requires: (1) licensed access to the IFP Energies Nouvelles World Helium Model codebase; (2) baseline calibration data for global helium supply, liquefaction, storage, and end-use demand by sector; (3) documentation of the model's native input/output file format. Contact IFP EN for licensing terms and data access."
prolonged_escalated,world_fertilizer,skipped,cpu,quadro1,23199,25,,2026-04-23T13:50:55.238399+00:00,2026-04-23T13:50:55.238580+00:00,"Not yet implemented: WorldFertilizerAdapter.execute is not yet implemented. Provide a GAMSConfig to enable execution via the GAMS Control API. Requirements: (1) GAMS system installation with matching gamsapi version, (2) the World Fertilizer Model .gms file, (3) CONOPT solver license."
prolonged_escalated,gtap,skipped,cpu,quadro1,23199,26,,2026-04-23T13:50:55.891494+00:00,2026-04-23T13:50:55.891675+00:00,"Not yet implemented: GTAPAdapter.execute is not yet implemented. Real integration requires: (1) a licensed GTAP database (version 10+, from the GTAP Center at Purdue University), (2) a GTAP model software installation (RunGTAP or FlexGTAP), (3) writing shock and closure files specifying oil price, fertilizer cost, and trade-route disruption shocks, (4) invoking the GTAP executable via subprocess, and (5) parsing the HAR/SOL solution file for welfare (EV by region), bilateral trade flows, and producer/consumer price changes by sector."
prolonged_escalated,apsim,skipped,cpu,quadro1,23199,27,,2026-04-23T13:50:56.561721+00:00,2026-04-23T13:50:56.561953+00:00,"Not yet implemented: APSIMAdapter.execute is not yet implemented. Real integration requires: (1) an APSIM Next Generation installation (cross-platform, .NET-based; available at apsim.info), (2) configured .apsimx simulation files with site-specific soil and climate data for relevant agricultural regions (e.g., MENA wheat zones, South Asian rice), (3) patching the fertilizer and irrigation manager rules in the simulation file to reflect scenario-specific reduction percentages, (4) invoking the APSIM CLI via subprocess (e.g., `Models.exe simulation.apsimx`), and (5) parsing the output SQLite database (.db) for crop yield, soil N balance, and water use results by crop type and simulation node."
prolonged_escalated,futures,skipped,cpu,quadro1,23199,28,,2026-04-23T13:50:57.205738+00:00,2026-04-23T13:50:57.205925+00:00,"Not yet implemented: FuturesAdapter.execute is not yet implemented. Real integration requires: (1) calibrated time-series model parameters (ARIMA, VAR, or regime-switching specifications) for each commodity in the supported set, (2) historical commodity futures price data (CBOT, NYMEX, or fertilizer benchmark sources) for model calibration and baseline construction, (3) logic to apply the initial_price_shock_pct as a level shift at the disruption start date within the model's conditional forecasting framework, (4) execution of the forecasting routine (Python statsmodels/arch/pyflux, or R forecast/vars packages via subprocess) for each commodity in the list, and (5) collection of monthly forward price curve outputs (point forecast plus confidence intervals) over the forecast_horizon_months period."
prolonged_escalated,aisdb,failed,cpu,quadro1,23199,29,,2026-04-23T13:50:57.806150+00:00,2026-04-23T13:50:57.806401+00:00,"Validation failed: 'alternative_routes' contains unrecognized identifiers: ['Bosphorus', 'Mediterranean Sea', 'Suez Canal']. Valid options: ['cape_of_good_hope', 'none', 'northern_sea_route', 'suez_canal']; 'vessel_types' contains unrecognized labels: ['LNG']. Valid options: ['bulk_carrier', 'chemical_tanker', 'container', 'general_cargo', 'lng_carrier', 'tanker']"
swift_escalated,messageix,failed,cpu,quadro1,23199,3,0.00018496159464120865,2026-04-23T13:50:39.517486+00:00,2026-04-23T13:50:39.517883+00:00,RuntimeError: MESSAGEix adapter requires the 'message-ix' and 'ixmp' packages. Install with `pip install hormuz-pipeline[energy]`.
prolonged_escalated,ais_project,skipped,cpu,quadro1,23199,30,,2026-04-23T13:50:58.599776+00:00,2026-04-23T13:50:58.600070+00:00,"Not yet implemented: AIS_project adapter is a stub. Real implementation requires: (1) a processed AIS vessel track dataset covering Strait of Hormuz transits, (2) route geometry and distance tables for the Cape of Good Hope corridor, (3) a fleet composition inventory (vessel counts by type and deadweight tonnage), and (4) voyage simulation logic to compute additional sea days and tanker rate impacts."
prolonged_escalated,nems,failed,cpu,quadro1,23199,31,0.0006183451041579247,2026-04-23T13:50:59.848815+00:00,2026-04-23T13:50:59.849644+00:00,"FileNotFoundError: NEMS output directory not found: data/nems_outputs/Hormuz_ScenarioD
Run NEMS externally and place outputs at this path, or update NEMSConfig.scenario_dir_mapping."
prolonged_escalated,mam,failed,cpu,quadro1,23199,32,,2026-04-23T13:51:00.495425+00:00,2026-04-23T13:51:00.495658+00:00,"Validation failed: MAMConfig.aeo_macro_xlsx_path is required for aeo_ingestion mode. Point it at the AEO macro tables XLSX (e.g., 'AEO2025_Tables_19_20.xlsx')."
prolonged_escalated,nrel,skipped,cpu,quadro1,23199,33,,2026-04-23T13:51:01.095679+00:00,2026-04-23T13:51:01.095909+00:00,"Not yet implemented: NRELAdapter.execute() is not yet implemented. Real implementation requires: (1) access to the NREL ReEDS model or Cambium dataset (available via NREL's open-source repository or data API), (2) scenario configuration files specifying natural gas price overrides for the disruption period, (3) a Python environment with the NREL model dependencies, and (4) post-processing scripts to extract dispatch mix, retail electricity prices, and capacity utilization from ReEDS output files."
prolonged_escalated,mpsge_jl,skipped,cpu,quadro1,23199,34,,2026-04-23T13:51:01.684532+00:00,2026-04-23T13:51:01.684769+00:00,"Not yet implemented: MPSGEJLAdapter.execute() is not yet implemented. Provide a JuliaConfig to enable execution via juliacall or subprocess. Requirements: (1) Julia >=1.9 with MPSGE.jl and JuMP packages, (2) GTAP database v10+ with calibration scripts, (3) juliacall (pip install juliacall) or Julia subprocess. Consider custom sysimages via PackageCompiler.jl to eliminate JIT latency."
swift_contained,argonne_abm,failed,cpu,quadro1,23199,35,,2026-04-23T13:51:02.272695+00:00,2026-04-23T13:51:02.272878+00:00,"Validation failed: Parameter 'demand_response_elasticity' = 0.1 is outside the valid range [-2.0, 0.0]."
prolonged_escalated,opencge,failed,cpu,quadro1,23199,36,,2026-04-23T13:51:02.984002+00:00,2026-04-23T13:51:02.984237+00:00,Validation failed: 'commodity_price_shocks['oil']' must be numeric; got dict; 'commodity_price_shocks['lng']' must be numeric; got dict
prolonged_escalated,pycge,failed,cpu,quadro1,23199,37,0.0016145119443535805,2026-04-23T13:51:03.755465+00:00,2026-04-23T13:51:03.757296+00:00,"ImportError: PyCGEAdapter.execute() requires the 'cge_modeling' package. Install with: pip install cge-modeling
See https://github.com/jessegrabowski/cge_modeling for details."
prolonged_escalated,miragrodep,failed,cpu,quadro1,23199,38,0.06392585299909115,2026-04-23T13:51:04.393363+00:00,2026-04-23T13:51:04.457505+00:00,FileNotFoundError: [Errno 2] No such file or directory: 'gams'
prolonged_escalated,osemosys,failed,cpu,quadro1,23199,39,0.0008887108415365219,2026-04-23T13:51:05.041263+00:00,2026-04-23T13:51:05.042369+00:00,FileNotFoundError: OSeMOSYS source dir not found: Models/Energy/OSeMOSYS. Vendor the OSeMOSYS repo (https://github.com/OSeMOSYS/OSeMOSYS) at Models/Energy/OSeMOSYS or override OSeMOSYSConfig.osemosys_dir.
